3	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	0.0
3	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	0.0
0	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	0.0
1	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	0.0
2	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	0.0
4	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	0.0
4	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	0.0
4	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.999928	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	0.0499963760376
4	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	0.0
3	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	0.0
4	  1.000166	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.999928	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	0.100004673004
5	  0.999928	  0.000000	  0.000000	  1.000166	  0.000000	  0.000000	  0.000000	  0.000000	  0.999928	  0.000000	  0.000000	  0.000000	  0.999928	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.999928	0.249993801117
6	  3.000021	  0.000000	  6.000042	  5.000114	  3.000021	  3.999949	  3.999949	  0.999928	  1.000166	  0.000000	  0.999928	  3.999949	  2.000093	  0.999928	  2.000093	  0.999928	  0.000000	  3.000021	  2.000093	  1.999855	2.2500038147
7	  9.999990	 23.000002	 61.000109	  1.999855	  0.000000	 49.000025	  0.000000	 48.000097	  6.000042	  6.999969	  6.000042	  2.999783	 16.000032	  1.000166	 19.999981	  0.999928	 25.000095	  0.000000	 13.000011	  3.000021	14.7000074387
8	108.000040	111.999989	 79.999924	119.999886	122.000217	  7.999897	 19.000053	 90.999842	  9.000063	  2.000093	144.999981	  6.999969	 22.000074	 41.999817	 43.000221	 69.999933	 26.999950	 32.999992	171.999931	183.000088	70.7499980927
9	667.000055	599.999905	962.000132	1017.999887	886.000156	372.999907	2138.999939	144.999981	482.000113	717.000008	273.999929	332.000017	1225.000143	461.999893	516.000032	887.000084	2803.999901	 13.999939	 88.000059	638.000011	761.450004578
10	1230.000019	134.999990	 69.999933	230.000019	644.999981	7417.000055	3754.999876	997.000217	748.999834	2725.000143	889.999866	1613.000154	2442.999840	6161.999941	5845.000029	2015.000105	4355.999947	3203.999996	2686.000109	1575.999975	2437.15000153
